nRun	rsrp1	rsrq1	rsrp2	rsrq2	rsrp3	rsrq3	region	throughput
3661	-96.2471	-8.79618	-92.1815	-4.73059	-102.49600000000001	-15.0454	inferior	3.766087318286438
3662	-96.352	-8.86092	-92.2909	-4.7998400000000006	-101.62899999999999	-14.138	inferior	3.699322339853179
3663	-97.7871	-9.45928	-93.9874	-5.65966	-97.7307	-9.40292	central	2.7166354333088645
3664	-96.9503	-9.05842	-93.0002	-5.10838	-99.6287	-11.7368	central	2.950196360703475
3665	-96.4034	-8.571819999999999	-92.5438	-4.71221	-104.242	-16.4102	inferior	3.9727440635744524
3666	-96.9585	-9.0457	-93.0435	-5.13069	-99.5716	-11.6588	central	2.9481917802441884
3667	-96.5817	-8.95093	-92.5342	-4.90346	-100.726	-13.095	central	3.2471193001470935
3668	-97.617	-9.29036	-97.9029	-9.57634	-93.9863	-5.65969	superior	3.931410574859167
3669	-96.3417	-8.85211	-92.2886	-4.79905	-101.664	-14.1746	inferior	3.727044438717933
3670	-98.4631	-9.962069999999999	-94.86200000000001	-6.36094	-96.2578	-7.75672	central	2.403240759309448
3671	-96.9708	-9.02564	-93.1114	-5.16617	-99.4836	-11.5384	central	2.9202754356771363
3672	-96.3088	-8.89049	-92.1253	-4.70702	-102.32600000000001	-14.9081	inferior	3.7720709512831965
3673	-96.7026	-8.89673	-100.11399999999999	-12.3086	-92.8644	-5.05852	superior	3.7445688046638557
3674	-96.196	-8.712819999999999	-92.2376	-4.75436	-102.63	-15.1468	inferior	3.7651857769957897
3675	-97.9699	-9.54416	-94.32799999999999	-5.9023	-97.2303	-8.80458	central	2.6070469284160365
3676	-96.9442	-9.06751	-99.6701	-11.7935	-92.9692	-5.09251	superior	3.7610217568694497
3677	-97.6079	-9.32704	-93.8535	-5.5726	-98.0386	-9.757710000000001	central	2.7556577555565775
3678	-96.2676	-8.59099	-92.4041	-4.72751	-103.756	-16.0796	inferior	3.8227226190223025
3679	-97.0027	-8.968210000000001	-93.3053	-5.27074	-99.2412	-11.2067	central	2.8706415927689344
3680	-98.6193	-10.1229	-96.0082	-7.51191	-94.9724	-6.47613	superior	4.03906911051905
3681	-96.6424	-8.93395	-100.435	-12.725999999999999	-92.6776	-4.9691	superior	3.7380056502713734
3682	-96.177	-8.66982	-92.3255	-4.81832	-102.177	-14.6695	inferior	3.7471335701799573
3683	-96.2604	-8.771289999999999	-92.2907	-4.80158	-101.928	-14.4385	inferior	3.7471335701799573
3684	-97.9601	-9.59698	-97.4486	-9.08555	-94.1061	-5.74303	superior	3.9545153696993314
3685	-96.2516	-8.552610000000001	-92.4417	-4.74271	-103.788	-16.0889	inferior	3.8177353143744823
3686	-98.304	-9.807360000000001	-94.7368	-6.2402	-96.5253	-8.0287	central	2.3740850661590045
3687	-96.1717	-8.61743	-92.309	-4.75473	-103.14399999999999	-15.5894	inferior	3.7834127626052
3688	-97.4121	-9.228660000000001	-93.6072	-5.42379	-98.4797	-10.2963	central	2.678070022347558
3689	-97.5944	-9.37986	-98.2242	-10.0096	-93.6731	-5.458559999999999	superior	3.9309193035948025
3690	-96.2429	-8.75146	-92.2954	-4.80398	-101.98100000000001	-14.49	inferior	3.7434547839979055
3691	-96.3368	-8.59332	-92.4573	-4.71385	-104.001	-16.2574	inferior	3.9497983181143295
3692	-96.4857	-8.94026	-92.3825	-4.83712	-101.13600000000001	-13.5904	inferior	3.42084984911508
3693	-97.6143	-9.30143	-97.9446	-9.631730000000001	-93.9455	-5.63264	superior	3.929078129342297
3694	-96.3829	-8.517719999999999	-92.5996	-4.73447	-104.27799999999999	-16.4133	inferior	3.9669826697478805
3695	-96.2787	-8.79124	-92.2872	-4.79973	-101.87	-14.3824	inferior	3.74601802316754
3696	-97.2133	-9.10223	-98.8494	-10.7384	-93.4521	-5.341069999999999	superior	3.7837540708041772
3697	-98.4647	-9.9503	-96.1561	-7.641710000000001	-94.9659	-6.45155	superior	4.01700671368052
3698	-96.5094	-8.94685	-92.4124	-4.8499	-101.04	-13.477	inferior	3.39280934020007
3699	-97.1857	-9.16997	-93.2344	-5.2186900000000005	-99.0994	-11.0836	central	2.8501593500060025
3700	-97.6131	-9.30632	-93.9276	-5.62089	-97.9628	-9.65603	central	2.7413691909167954
3701	-96.6547	-8.92807	-92.7118	-4.98515	-100.37200000000001	-12.6454	central	3.121768427320317
3702	-96.6403	-8.93489	-92.6718	-4.9664	-100.445	-12.7399	central	3.1519531073870897
3703	-98.1326	-9.71278	-94.3301	-5.91023	-97.0721	-8.6523	central	2.57925837859998
3704	-97.4082	-9.24136	-98.5243	-10.3575	-93.5656	-5.39877	superior	3.800898351009361
3705	-96.6233	-8.941460000000001	-100.53	-12.8479	-92.6278	-4.94599	superior	3.7445688046638557
3706	-97.1877	-9.16536	-99.0823	-11.06	-93.249	-5.2267	superior	3.782730330897274
3707	-96.9728	-9.02233	-93.1225	-5.17206	-99.4693	-11.5189	central	2.914390933663153
3708	-98.464	-9.95527	-94.92	-6.41125	-96.2011	-7.69232	central	2.363738350762965
3709	-97.7968	-9.41354	-97.5538	-9.17056	-94.1646	-5.78139	superior	3.933622815984694
3710	-97.4012	-9.26344	-93.4942	-5.35647	-98.6011	-10.4634	central	2.7702790112965117
3711	-96.4835	-8.57133	-92.6161	-4.70389	-104.45100000000001	-16.5389	inferior	3.981543582749793
3712	-96.2198	-8.72406	-92.3038	-4.80808	-102.051	-14.5555	inferior	3.7471335701799573
3713	-97.9733	-9.52518	-94.4155	-5.96738	-97.1442	-8.69604	central	2.5784127374439048
3714	-97.6119	-9.31082	-93.9113	-5.61022	-97.9794	-9.67826	central	2.742623983469597
3715	-98.4644	-9.9521	-94.9489	-6.43656	-96.1728	-7.6604399999999995	central	2.371445210242725
3716	-96.2429	-8.75867	-92.19	-4.70575	-102.979	-15.4947	inferior	3.7784139738935383
3717	-97.7993	-9.40146	-97.5045	-9.1067	-94.2141	-5.81626	superior	3.944103237616407
3718	-96.9272	-9.091380000000001	-99.7826	-11.9468	-92.8868	-5.05095	superior	3.762258746423243
3719	-96.9273	-9.09122	-99.7818	-11.9457	-92.8873	-5.05122	superior	3.762146259205109
3720	-97.9655	-9.56804	-97.3324	-8.93494	-94.2242	-5.82681	superior	3.9588700010382554
3721	-96.29299999999999	-8.854339999999999	-92.1136	-4.67495	-102.85799999999999	-15.4194	inferior	3.7843230546675044
3722	-96.6848	-8.90997	-92.804	-5.02913	-100.213	-12.437999999999999	central	3.0812527854641623
3723	-96.2483	-8.76913	-92.1815	-4.70228	-102.96600000000001	-15.4869	inferior	3.7834127626052
3724	-96.355	-8.863389999999999	-92.2917	-4.80012	-101.619	-14.1273	inferior	3.688694627419596
3725	-96.2004	-8.7	-92.3127	-4.81231	-102.109	-14.6083	inferior	3.744345947490113
3726	-96.9115	-9.1116	-92.8156	-5.01572	-99.8828	-12.0829	central	3.015236118865786
3727	-98.7731	-10.2861	-95.1165	-6.6294699999999995	-95.7285	-7.24148	central	1.24898688
3728	-96.2534	-8.692210000000001	-92.2667	-4.70559	-103.38600000000001	-15.8251	inferior	3.8027362484927054
3729	-96.9281	-9.0902	-92.8909	-5.05301	-99.7769	-11.939	central	2.990655058575228
3730	-96.3745	-8.6885	-92.3624	-4.67644	-103.929	-16.2431	inferior	3.9496743371387497
3731	-96.5306	-8.950610000000001	-92.4431	-4.86319	-100.95100000000001	-13.370999999999999	inferior	3.3458962427207704
3732	-96.1801	-8.68581	-92.2568	-4.76256	-102.671	-15.1766	inferior	3.766087318286438
3733	-96.4063	-8.57958	-92.5358	-4.70905	-104.236	-16.4097	inferior	3.9669826697478805
3734	-96.3312	-8.57916	-92.4716	-4.719530000000001	-104.01100000000001	-16.2594	inferior	3.9497983181143295
3735	-96.4993	-8.944339999999999	-92.3991	-4.84419	-101.081	-13.5261	inferior	3.3850511137415262
3736	-96.1966	-8.695210000000001	-92.3146	-4.81321	-102.12	-14.6184	inferior	3.74601802316754
3737	-98.1404	-9.66508	-96.8409	-8.36553	-94.56700000000001	-6.09168	superior	3.9719916285500534
3738	-96.9865	-8.99853	-99.3678	-11.3799	-93.2028	-5.2148900000000005	superior	3.7607969370645673
3739	-96.7061	-8.89391	-92.8768	-5.06461	-100.095	-12.2826	central	3.0595258589247947
3740	-96.25299999999999	-8.76302	-92.2925	-4.80251	-101.95	-14.4604	inferior	3.7434547839979055
3741	-96.2396	-8.78425	-92.1892	-4.73384	-102.516	-15.0609	inferior	3.766087318286438
3742	-96.5888	-8.94995	-92.5489	-4.91005	-100.693	-13.0544	central	3.151400520937688
3743	-96.1463	-8.56596	-92.3539	-4.77355	-103.2	-15.6199	inferior	3.7843230546675044
3744	-96.1795	-8.67307	-92.3241	-4.81764	-102.17	-14.6632	inferior	3.7471335701799573
3745	-96.62899999999999	-8.93941	-92.6424	-4.95273	-100.501	-12.8116	central	3.0932966222528147
3746	-96.3904	-8.89053	-92.3051	-4.80518	-101.495	-13.9951	inferior	3.5631410682984983
3747	-98.1389	-9.67433	-96.889	-8.424439999999999	-94.5177	-6.05312	superior	3.9739987556493204
3748	-96.522	-8.94933	-92.4302	-4.85757	-100.98700000000001	-13.4146	inferior	3.360282006088768
3749	-98.1402	-9.666730000000001	-96.8496	-8.37613	-94.5581	-6.08469	superior	3.9797805617846036
3750	-98.7739	-10.2787	-95.5489	-7.0537	-95.2979	-6.80272	superior	4.0638542776862705
3751	-97.219	-9.08721	-98.7939	-10.662	-93.5016	-5.36974	superior	3.7837540708041772
3752	-96.3767	-8.69412	-92.3569	-4.67427	-103.925	-16.2422	inferior	3.9514107793908444
3753	-96.6309	-8.93872	-92.647	-4.95489	-100.492	-12.8001	central	3.089119878231409
3754	-96.5009	-8.94477	-92.4012	-4.84507	-101.074	-13.5183	inferior	3.3918033317159955
3755	-96.7296	-8.87285	-99.958	-12.1013	-92.9655	-5.10875	superior	3.7377835735991756
3756	-96.3857	-8.71675	-92.3345	-4.66558	-103.90700000000001	-16.2385	inferior	3.9496743371387497
3757	-97.2172	-9.09206	-98.8118	-10.6867	-93.4856	-5.36043	superior	3.7832990068883405
3758	-97.6145	-9.300360000000001	-97.9406	-9.626389999999999	-93.9494	-5.6352199999999995	superior	3.929937129311234
3759	-96.2141	-8.70222	-92.2368	-4.72484	-103.04700000000001	-15.5346	inferior	3.7761461612563436
3760	-97.2094	-9.11215	-98.8861	-10.7888	-93.4197	-5.3224599999999995	superior	3.7822755131792922
3761	-97.4255	-9.18406	-93.7577	-5.51622	-98.3199	-10.0785	central	2.7365400131793285
3762	-97.1751	-9.19409	-93.1585	-5.17747	-99.1888	-11.2077	central	2.866586931115318
3763	-96.2739	-8.83808	-92.1554	-4.71963	-102.42399999999999	-14.9879	inferior	3.7612466035553194
3764	-97.395	-9.282589999999999	-98.6671	-10.5547	-93.4334	-5.32095	superior	3.8019319496859145
3765	-96.2492	-8.547	-92.4472	-4.74496	-103.792	-16.0902	inferior	3.8227226190223025
3766	-97.963	-9.58153	-97.3875	-9.00605	-94.1682	-5.78681	superior	3.956753697199153
3767	-97.2019	-9.13101	-98.9556	-10.8847	-93.3587	-5.28777	superior	3.7836402945625007
3768	-96.205	-8.70575	-92.3105	-4.81125	-102.095	-14.595999999999998	inferior	3.74601802316754
3769	-98.6206	-10.1117	-95.8725	-7.36362	-95.1106	-6.60165	superior	4.041274409044193
3770	-98.1328	-9.71148	-94.336	-5.914680000000001	-97.0663	-8.644960000000001	central	2.582010547267765
3771	-98.9244	-10.456	-95.2661	-6.797680000000001	-95.4455	-6.9770199999999996	central	1.2193318400000002
3772	-96.9338	-9.082419999999999	-92.9179	-5.06655	-99.7397	-11.8884	central	2.9774922444575376
3773	-96.2907	-8.85013	-92.1169	-4.67626	-102.863	-15.4229	inferior	3.776372820009544
3774	-97.3963	-9.27858	-93.446	-5.3283	-98.6533	-10.5356	central	2.775840335671
3775	-98.3026	-9.81697	-94.6751	-6.1894800000000005	-96.5855	-8.0999	central	2.465642231497266
3776	-98.6204	-10.1136	-95.899	-7.392289999999999	-95.0836	-6.57688	superior	4.0425727687463855
3777	-96.3024	-8.88106	-92.1305	-4.70919	-102.345	-14.9232	inferior	3.7623712403682563
3778	-96.4008	-8.89763	-92.3105	-4.80731	-101.458	-13.9546	inferior	3.5500723674744177
3779	-96.919	-9.10218	-92.8489	-5.03215	-99.8354	-12.0187	central	3.0052979404859426
3780	-97.4233	-9.1916	-98.3473	-10.1156	-93.7318	-5.5000800000000005	superior	3.794479676488416
3781	-97.2157	-9.09597	-98.8263	-10.7066	-93.4727	-5.35295	superior	3.7823892073550147
3782	-96.3691	-8.87472	-92.2961	-4.80173	-101.57	-14.0757	inferior	3.6238914120977705
3783	-97.2021	-9.13065	-93.3599	-5.2884400000000005	-98.9543	-10.8829	central	2.822160269680461
3784	-97.7963	-9.415519999999999	-94.1566	-5.77577	-97.5618	-9.18096	central	2.6809229785874082
3785	-96.9391	-9.074860000000001	-99.7042	-11.8399	-92.944	-5.0797	superior	3.763496549929563
3786	-96.2961	-8.80919	-92.2855	-4.79865	-101.815	-14.3277	inferior	3.744345947490113
3787	-97.1867	-9.167589999999999	-99.0906	-11.0714	-93.2419	-5.22282	superior	3.784550696130004
3788	-96.2818	-8.83328	-92.1301	-4.68155	-102.885	-15.4368	inferior	3.7742206598258496
3789	-98.3022	-9.81995	-96.6034	-8.12124	-94.6567	-6.1745	superior	3.9953235685414095
3790	-98.4631	-9.9625	-96.2612	-7.76065	-94.8585	-6.3579099999999995	superior	4.023814960138914
3791	-96.4503	-8.925989999999999	-92.3462	-4.82186	-101.274	-13.7496	inferior	3.4483178953137843
3792	-96.6151	-8.94403	-92.60799999999999	-4.93691	-100.569	-12.8979	central	3.185144158967219
3793	-97.4034	-9.25652	-98.5772	-10.4303	-93.5164	-5.36956	superior	3.8002095973857712
3794	-96.3907	-8.89068	-92.3052	-4.805219999999999	-101.494	-13.9942	inferior	3.577018003189575
3795	-96.2663	-8.77781	-92.2894	-4.80091	-101.90899999999999	-14.4207	inferior	3.7423414259839216
3796	-96.432	-8.64762	-92.4661	-4.68171	-104.19	-16.4054	inferior	3.9663574380360673
3797	-98.1364	-9.6901	-94.4377	-5.99144	-96.9672	-8.52089	central	2.5538688857316822
3798	-96.5807	-8.60679	-92.6561	-4.68215	-104.626	-16.6523	inferior	4.0097103033354475
3799	-96.9571	-9.047939999999999	-93.0359	-5.12676	-99.5816	-11.6724	central	2.9397884683228157
3800	-96.9961	-8.98081	-99.2935	-11.2782	-93.2626	-5.24734	superior	3.761696377589305
3801	-96.2622	-8.57803	-92.4168	-4.73262	-103.76700000000001	-16.0828	inferior	3.8168088791552788
3802	-96.5026	-8.945219999999999	-92.4034	-4.846030000000001	-101.06700000000001	-13.51	inferior	3.3920776384957545
3803	-96.6958	-8.90198	-100.152	-12.3584	-92.8409	-5.04704	superior	3.7377835735991756
3804	-96.2391	-8.52285	-92.4709	-4.754659999999999	-103.81200000000001	-16.0959	inferior	3.8177353143744823
3805	-97.9685	-9.55155	-94.2952	-5.87826	-97.2625	-8.84556	central	2.6176226336592467
3806	-96.5581	-8.95236	-100.83200000000001	-13.2264	-92.48899999999999	-4.8833	superior	3.7469104076278734
3807	-96.4665	-8.52454	-92.6652	-4.72328	-104.48100000000001	-16.5387	inferior	3.981543582749793
3808	-96.2635	-8.82202	-92.1652	-4.72374	-102.45200000000001	-15.0105	inferior	3.7612466035553194
3809	-97.2139	-9.10051	-98.8431	-10.7296	-93.4578	-5.34433	superior	3.782616616213389
3810	-97.2017	-9.13158	-93.3569	-5.28675	-98.9577	-10.8876	central	2.828186311419587
3811	-96.1831	-8.69103	-92.2531	-4.76096	-102.663	-15.1709	inferior	3.7632714341684586
3812	-98.1372	-9.6848	-96.9414	-8.488999999999999	-94.4641	-6.01164	superior	3.97638485531268
3813	-97.4087	-9.23962	-98.5182	-10.3491	-93.5713	-5.40218	superior	3.7956242779274296
3814	-97.9632	-9.580219999999999	-94.1736	-5.79062	-97.3822	-8.99921	central	2.64430219607019
3815	-96.5401	-8.491710000000001	-92.7785	-4.73013	-104.694	-16.6458	inferior	3.9971003904053672
3816	-96.6403	-8.9349	-92.6718	-4.9663900000000005	-100.445	-12.74	central	3.1498227696004806
3817	-96.7054	-8.89447	-100.09899999999999	-12.2878	-92.8743	-5.0634	superior	3.7404502364737326
3818	-98.1408	-9.66302	-96.8298	-8.352089999999999	-94.5783	-6.100569999999999	superior	3.9751286563194026
3819	-96.9658	-9.03403	-99.5202	-11.5884	-93.083	-5.15128	superior	3.763496549929563
3820	-97.6074	-9.3291	-93.8462	-5.56792	-98.046	-9.767710000000001	central	2.7507781501472355
3821	-97.1792	-9.18498	-93.1871	-5.19292	-99.1549	-11.1607	central	2.8607214715892426
3822	-96.9818	-9.00683	-99.40299999999999	-11.427999999999999	-93.1748	-5.19986	superior	3.7619213049470677
3823	-97.2116	-9.10662	-98.8657	-10.7607	-93.4378	-5.33281	superior	3.782616616213389
3824	-98.3016	-9.824060000000001	-94.6319	-6.154380000000001	-96.6276	-8.15013	central	2.487183886462019
3825	-96.4661	-8.933	-92.3613	-4.82815	-101.213	-13.6799	inferior	3.4487904618336302
3826	-97.42	-9.20261	-93.6943	-5.47689	-98.387	-10.1696	central	2.726873424771531
3827	-96.6994	-8.899239999999999	-100.132	-12.3322	-92.8532	-5.053059999999999	superior	3.7404502364737326
3828	-96.59899999999999	-8.948089999999999	-100.646	-12.9948	-92.5709	-4.9200099999999996	superior	3.7406726301426056
3829	-96.1875	-8.69843	-92.2478	-4.7587	-102.652	-15.1628	inferior	3.7612466035553194
3830	-97.1762	-9.19159	-99.1795	-11.1948	-93.1663	-5.1817	superior	3.782957780777522
3831	-97.1972	-9.142560000000001	-98.9982	-10.9436	-93.3216	-5.26695	superior	3.7836402945625007
3832	-96.2474	-8.7674	-92.1829	-4.70286	-102.96799999999999	-15.4882	inferior	3.7834127626052
3833	-96.9201	-9.10073	-99.8283	-12.0089	-92.854	-5.034669999999999	superior	3.7568669367720515
3834	-97.4234	-9.19108	-98.3454	-10.1131	-93.7335	-5.50117	superior	3.8015873543389396
3835	-96.9303	-9.08722	-99.7626	-11.9195	-92.9012	-5.05819	superior	3.7568669367720515
3836	-96.1629	-8.59966	-92.3244	-4.76117	-103.163	-15.6001	inferior	3.778187070060443
3837	-97.6173	-9.288780000000001	-93.9922	-5.6636	-97.897	-9.5684	central	2.7361829730511382
3838	-96.3937	-8.737119999999999	-92.3144	-4.65782	-103.89200000000001	-16.2351	inferior	3.9504183397640973
3839	-96.3265	-8.838569999999999	-92.2863	-4.79838	-101.715	-14.2269	inferior	3.744345947490113
3840	-97.2037	-9.12645	-93.3734	-5.29608	-98.9388	-10.8616	central	2.8191252876164192
3841	-97.6033	-9.34522	-98.1036	-9.845469999999999	-93.7901	-5.53199	superior	3.9311649238786432
3842	-96.5949	-8.9489	-100.665	-13.0189	-92.5619	-4.91593	superior	3.7423414259839216
3843	-96.4918	-8.9422	-92.3898	-4.8402199999999995	-101.111	-13.5616	inferior	3.399868143744934
3844	-96.6236	-8.94133	-100.52799999999999	-12.8455	-92.6288	-4.94644	superior	3.7445688046638557
3845	-96.9135	-9.109060000000001	-99.8699	-12.0654	-92.8246	-5.02016	superior	3.7613590369801306
3846	-96.9418	-9.071019999999999	-99.6863	-11.8156	-92.9572	-5.08639	superior	3.7611341768519595
3847	-98.4631	-9.96218	-96.2587	-7.75776	-94.8611	-6.360130000000001	superior	4.009582532717696
3848	-97.4027	-9.25859	-98.5843	-10.4402	-93.5098	-5.36564	superior	3.8018170776291584
3849	-96.6518	-8.92955	-92.7035	-4.9812199999999995	-100.387	-12.6649	central	3.0617592525001824
3850	-97.97200000000001	-9.532589999999999	-97.1784	-8.73898	-94.3808	-5.9413800000000005	superior	3.956131685431411
3851	-97.7846	-9.470839999999999	-97.7733	-9.45958	-93.9449	-5.63115	superior	3.942620264388957
3852	-98.9245	-10.4556	-95.4227	-6.953880000000001	-95.289	-6.82015	superior	4.082842402414094
3853	-96.3719	-8.681939999999999	-92.3689	-4.67898	-103.934	-16.2441	inferior	3.9507904461978516
3854	-96.6093	-8.94565	-100.59700000000001	-12.9333	-92.5943	-4.930630000000001	superior	3.742230126605619
3855	-96.4024	-8.89865	-92.3114	-4.80765	-101.45200000000001	-13.9486	inferior	3.549271270249153
3856	-96.4887	-8.941239999999999	-92.3861	-4.83865	-101.124	-13.5762	inferior	3.41046537471202
3857	-98.9245	-10.4555	-95.4115	-6.94256	-95.3002	-6.83122	superior	4.099603166845861
3858	-96.6584	-8.92613	-92.7225	-4.99019	-100.353	-12.6207	central	3.0520232559831766
3859	-96.4886	-8.58538	-92.6014	-4.698119999999999	-104.44200000000001	-16.539	inferior	3.9762591996865235
3860	-97.60600000000001	-9.334710000000001	-98.0662	-9.7949	-93.8266	-5.55527	superior	3.9309193035948025
3861	-96.3461	-8.85588	-92.2895	-4.79935	-101.649	-14.1592	inferior	3.7245070906136317
3862	-98.6197	-10.1194	-95.9697	-7.469410000000001	-95.0117	-6.51146	superior	4.040236321602877
3863	-96.5635	-8.95228	-92.4988	-4.88767	-100.80799999999999	-13.1969	central	3.2987054659850568
3864	-98.1396	-9.67035	-96.8685	-8.39931	-94.5387	-6.06948	superior	3.977390386299196
3865	-96.6745	-8.916780000000001	-100.26799999999999	-12.5108	-92.7709	-5.01326	superior	3.7436775351000118
3866	-97.2137	-9.10103	-93.456	-5.34333	-98.845	-10.7323	central	2.799555912526337
3867	-96.2536	-8.80653	-92.1749	-4.7278199999999995	-102.479	-15.0317	inferior	3.7651857769957897
3868	-96.2475	-8.54288	-92.4512	-4.7466	-103.796	-16.0912	inferior	3.8168088791552788
3869	-96.6674	-8.92109	-100.306	-12.5597	-92.7492	-5.00285	superior	3.7441231168413815
3870	-96.1593	-8.59235	-92.3308	-4.7638300000000005	-103.171	-15.6045	inferior	3.778187070060443
3871	-96.9127	-9.11012	-99.8753	-12.0727	-92.8208	-5.0183	superior	3.762258746423243
3872	-96.47	-8.934560000000001	-92.3652	-4.8298	-101.198	-13.6626	inferior	3.43598263291554
3873	-96.5597	-8.95235	-92.492	-4.88465	-100.825	-13.2172	central	3.3002628058855934
3874	-96.4166	-8.6067	-92.5079	-4.6980699999999995	-104.21799999999999	-16.408	inferior	3.967232817628346
3875	-96.2773	-8.84327	-92.1523	-4.718319999999999	-102.414	-14.9804	inferior	3.7720709512831965
3876	-98.2986	-9.844289999999999	-96.7392	-8.28495	-94.5171	-6.0628	superior	3.993294848318475
3877	-96.4667	-8.525260000000001	-92.6645	-4.722980000000001	-104.48	-16.5387	inferior	3.9834342679680006
3878	-97.61	-9.318760000000001	-98.0085	-9.71727	-93.8829	-5.59165	superior	3.929078129342297
3879	-96.4202	-8.90985	-92.3225	-4.81211	-101.387	-13.8768	inferior	3.5144755621719903
3880	-96.9819	-9.00672	-99.4025	-11.4273	-93.1752	-5.200069999999999	superior	3.7638342740741404
3881	-96.6977	-8.90053	-92.8474	-5.0502400000000005	-100.14200000000001	-12.3444	central	3.073725969172143
3882	-97.2119	-9.105889999999999	-98.863	-10.757	-93.4401	-5.334169999999999	superior	3.7834127626052
3883	-96.4398	-8.92077	-92.3372	-4.8181400000000005	-101.314	-13.7948	inferior	3.4848857980840333
3884	-97.6168	-9.291080000000001	-97.9057	-9.57996	-93.9836	-5.65791	superior	3.931410574859167
3885	-96.4302	-8.915569999999999	-92.3296	-4.81502	-101.35	-13.8356	inferior	3.509084976616162
3886	-96.98700000000001	-8.99748	-99.3634	-11.3738	-93.2064	-5.21681	superior	3.765411121850789
3887	-96.3379	-8.75809	-92.2437	-4.663880000000001	-103.61399999999999	-16.0346	inferior	3.8363589244826835
3888	-96.3299	-8.84163	-92.2867	-4.7984800000000005	-101.704	-14.2155	inferior	3.7434547839979055
3889	-96.9451	-9.06622	-92.9736	-5.09476	-99.6642	-11.7854	central	2.9647940321999195
3890	-98.9245	-10.4553	-95.3938	-6.9246	-95.318	-6.84887	superior	4.099603166845861
3891	-96.1477	-8.63033	-92.3446	-4.8272	-102.26	-14.7424	inferior	3.7434547839979055
3892	-96.96	-9.043289999999999	-93.0517	-5.134930000000001	-99.5609	-11.6442	central	2.939101795987583
3893	-97.7939	-9.42704	-97.6075	-9.24062	-94.1107	-5.74385	superior	3.944103237616407
3894	-97.20200000000001	-9.13087	-98.9551	-10.884	-93.3591	-5.2880199999999995	superior	3.7836402945625007
3895	-97.781	-9.487219999999999	-93.8859	-5.59209	-97.8325	-9.538689999999999	central	2.7328550857783247
3896	-96.2256	-8.630980000000001	-92.323	-4.728330000000001	-103.445	-15.8508	inferior	3.8034259183691974
3897	-97.39200000000001	-9.29167	-98.6982	-10.5978	-93.4048	-5.30446	superior	3.8027362484927054
3898	-96.9673	-9.03159	-99.5095	-11.5738	-93.0913	-5.15561	superior	3.7610217568694497
3899	-97.7806	-9.489130000000001	-93.8791	-5.58765	-97.8393	-9.5478	central	2.7289433105395684
3900	-96.7348	-8.86775	-99.927	-12.06	-92.9862	-5.1192	superior	3.7420075477084764
3901	-96.2984	-8.81151	-92.2854	-4.79855	-101.807	-14.3203	inferior	3.7423414259839216
3902	-96.98299999999999	-9.004660000000001	-93.1822	-5.203790000000001	-99.3937	-11.4154	central	2.8954789896242503
3903	-98.62	-10.1168	-95.0429	-6.53969	-95.9391	-7.43588	central	2.343749615829501
3904	-96.1566	-8.64533	-92.2865	-4.77526	-102.73	-15.2187	inferior	3.7612466035553194
3905	-96.9576	-9.04715	-93.0386	-5.12814	-99.5781	-11.6676	central	2.9408190786475363
3906	-98.4611	-9.97738	-94.7457	-6.26202	-96.3711	-7.88742	central	2.4339686365386064
3907	-96.5879	-8.62739	-92.6343	-4.67375	-104.61399999999999	-16.6534	inferior	3.9988787933681005
3908	-96.43799999999999	-8.44684	-92.7473	-4.7561599999999995	-104.529	-16.538	inferior	3.9684840303906697
3909	-97.5997	-9.35946	-93.7415	-5.5012099999999995	-98.1537	-9.9134	central	2.7650436964781315
3910	-96.7004	-8.89847	-100.12700000000001	-12.3249	-92.8567	-5.05475	superior	3.7421188338473343
3911	-96.9182	-9.10322	-99.8406	-12.0257	-92.8453	-5.03034	superior	3.761696377589305
3912	-98.6185	-10.1288	-96.0664	-7.57673	-94.9129	-6.42322	superior	4.039847176293062
3913	-96.2279	-8.73376	-92.3006	-4.80653	-102.027	-14.533	inferior	3.74601802316754
3914	-96.195	-8.66423	-92.2689	-4.73806	-103.09100000000001	-15.5599	inferior	3.7770529595576647
3915	-96.1594	-8.64625	-92.3366	-4.8235	-102.227	-14.7139	inferior	3.74601802316754
3916	-96.5109	-8.64679	-92.5374	-4.67325	-104.40299999999999	-16.539	inferior	3.9830559872875586
3917	-96.5146	-8.4199	-92.8557	-4.761	-104.736	-16.6416	inferior	4.000404398790619
3918	-96.2058	-8.70673	-92.3101	-4.81107	-102.09299999999999	-14.5939	inferior	3.74601802316754
3919	-96.4789	-8.93791	-92.3748	-4.83384	-101.163	-13.6221	inferior	3.428866664849988
3920	-96.2903	-8.86307	-92.1407	-4.71345	-102.37799999999999	-14.950999999999999	inferior	3.7710535227814224
3921	-96.2402	-8.75324	-92.1945	-4.70756	-102.986	-15.4986	inferior	3.7834127626052
3922	-96.5891	-8.949910000000001	-92.5495	-4.9103	-100.69200000000001	-13.0528	central	3.218712301435039
3923	-98.3047	-9.802810000000001	-96.4954	-7.9935	-94.7675	-6.2657	superior	3.993294848318475
3924	-97.60700000000001	-9.33071	-98.0518	-9.77554	-93.8406	-5.56427	superior	3.9321477120384
3925	-97.6185	-9.283999999999999	-97.8788	-9.54428	-94.01	-5.67554	superior	3.9307965049623412
3926	-96.1908	-8.68776	-92.3177	-4.81466	-102.137	-14.6338	inferior	3.7434547839979055
